id,word,letter1,letter2,letter3,letter4,letter5,letter1positionalrank,letter2positionalrank,letter3positionalrank,letter4positionalrank,letter5positionalrank,letter1totalrank,letter2totalrank,letter3totalrank,letter4totalrank,letter5totalrank,positionalrarityscore,summativerarityscore,answer,positionalraritypercentile,summativeraritypercentile
266,alcos,a,l,c,o,s,6,7,12,8,1,3,7,13,4,1,34,28,N,0.53,0.121877891
267,aldea,a,l,d,e,a,6,7,13,1,6,3,7,11,2,3,33,26,N,0.49,0.0871107
268,alder,a,l,d,e,r,6,7,13,1,7,3,7,11,2,5,34,28,N,0.53,0.121877891
269,aldol,a,l,d,o,l,6,7,13,8,9,3,7,11,4,7,43,32,N,0.79,0.220629047
270,aleck,a,l,e,c,k,6,7,6,14,13,3,7,2,13,19,46,44,N,0.84,0.624884366
271,alecs,a,l,e,c,s,6,7,6,14,1,3,7,2,13,1,34,26,N,0.53,0.0871107
272,alefs,a,l,e,f,s,6,7,6,19,1,3,7,2,20,1,39,33,N,0.68,0.249537465
273,aleft,a,l,e,f,t,6,7,6,19,5,3,7,2,20,8,43,40,N,0.79,0.490826395
274,aleph,a,l,e,p,h,6,7,6,13,11,3,7,2,14,16,43,42,N,0.79,0.558510638
275,alert,a,l,e,r,t,6,7,6,7,5,3,7,2,5,8,31,25,Y,0.42,0.073851372
276,alews,a,l,e,w,s,6,7,6,21,1,3,7,2,21,1,41,34,N,0.74,0.2804502
277,aleye,a,l,e,y,e,6,7,6,23,2,3,7,2,12,2,44,26,N,0.81,0.0871107
278,alfas,a,l,f,a,s,6,7,21,2,1,3,7,20,3,1,37,34,N,0.62,0.2804502
279,algae,a,l,g,a,e,6,7,14,2,2,3,7,17,3,2,31,32,Y,0.42,0.220629047
280,algal,a,l,g,a,l,6,7,14,2,9,3,7,17,3,7,38,37,N,0.65,0.380820228
281,algas,a,l,g,a,s,6,7,14,2,1,3,7,17,3,1,30,31,N,0.39,0.19164354
282,algid,a,l,g,i,d,6,7,14,4,4,3,7,17,6,11,35,44,N,0.56,0.624884366
283,algin,a,l,g,i,n,6,7,14,4,8,3,7,17,6,9,39,42,N,0.68,0.558510638
284,algor,a,l,g,o,r,6,7,14,8,7,3,7,17,4,5,42,36,N,0.76,0.346284305
285,algum,a,l,g,u,m,6,7,14,16,14,3,7,17,10,15,57,52,N,0.96,0.832947888
286,alias,a,l,i,a,s,6,7,3,2,1,3,7,6,3,1,19,20,N,0.08,0.02351218
287,alibi,a,l,i,b,i,6,7,3,17,12,3,7,6,18,6,45,40,Y,0.83,0.490826395
288,alien,a,l,i,e,n,6,7,3,1,8,3,7,6,2,9,25,27,Y,0.22,0.103299414
289,alifs,a,l,i,f,s,6,7,3,19,1,3,7,6,20,1,36,37,N,0.59,0.380820228
290,align,a,l,i,g,n,6,7,3,12,8,3,7,6,17,9,36,42,Y,0.59,0.558510638
291,alike,a,l,i,k,e,6,7,3,10,2,3,7,6,19,2,28,37,Y,0.31,0.380820228
292,aline,a,l,i,n,e,6,7,3,5,2,3,7,6,9,2,23,27,N,0.17,0.103299414
293,alist,a,l,i,s,t,6,7,3,9,5,3,7,6,1,8,30,25,N,0.39,0.073851372
294,alive,a,l,i,v,e,6,7,3,20,2,3,7,6,22,2,38,40,Y,0.65,0.490826395
295,aliya,a,l,i,y,a,6,7,3,23,6,3,7,6,12,3,45,31,N,0.83,0.19164354
296,alkie,a,l,k,i,e,6,7,17,4,2,3,7,19,6,2,36,37,N,0.59,0.380820228
297,alkos,a,l,k,o,s,6,7,17,8,1,3,7,19,4,1,39,34,N,0.68,0.2804502
298,alkyd,a,l,k,y,d,6,7,17,23,4,3,7,19,12,11,57,52,N,0.96,0.832947888
299,alkyl,a,l,k,y,l,6,7,17,23,9,3,7,19,12,7,62,48,N,0.98,0.738282455
300,allay,a,l,l,a,y,6,7,7,2,3,3,7,7,3,12,25,32,Y,0.22,0.220629047
301,allee,a,l,l,e,e,6,7,7,1,2,3,7,7,2,2,23,21,N,0.17,0.030835646
302,allel,a,l,l,e,l,6,7,7,1,9,3,7,7,2,7,30,26,N,0.39,0.0871107
303,alley,a,l,l,e,y,6,7,7,1,3,3,7,7,2,12,24,31,Y,0.19,0.19164354
304,allis,a,l,l,i,s,6,7,7,4,1,3,7,7,6,1,25,24,N,0.22,0.060206599
305,allod,a,l,l,o,d,6,7,7,8,4,3,7,7,4,11,32,32,N,0.46,0.220629047
306,allot,a,l,l,o,t,6,7,7,8,5,3,7,7,4,8,33,29,Y,0.49,0.145004625
307,allow,a,l,l,o,w,6,7,7,8,21,3,7,7,4,21,49,42,Y,0.89,0.558510638
308,alloy,a,l,l,o,y,6,7,7,8,3,3,7,7,4,12,31,33,Y,0.42,0.249537465
309,allyl,a,l,l,y,l,6,7,7,23,9,3,7,7,12,7,52,36,N,0.92,0.346284305
310,almah,a,l,m,a,h,6,7,11,2,11,3,7,15,3,16,37,44,N,0.62,0.624884366
311,almas,a,l,m,a,s,6,7,11,2,1,3,7,15,3,1,27,29,N,0.28,0.145004625
312,almeh,a,l,m,e,h,6,7,11,1,11,3,7,15,2,16,36,43,N,0.59,0.590425532
313,almes,a,l,m,e,s,6,7,11,1,1,3,7,15,2,1,26,28,N,0.25,0.121877891
314,almud,a,l,m,u,d,6,7,11,16,4,3,7,15,10,11,44,46,N,0.81,0.684397163
315,almug,a,l,m,u,g,6,7,11,16,16,3,7,15,10,17,56,52,N,0.95,0.832947888
316,alods,a,l,o,d,s,6,7,4,11,1,3,7,4,11,1,29,26,N,0.35,0.0871107
317,aloed,a,l,o,e,d,6,7,4,1,4,3,7,4,2,11,22,27,N,0.14,0.103299414
318,aloes,a,l,o,e,s,6,7,4,1,1,3,7,4,2,1,19,17,N,0.08,0.010329941
319,aloft,a,l,o,f,t,6,7,4,19,5,3,7,4,20,8,41,42,Y,0.74,0.558510638
320,aloha,a,l,o,h,a,6,7,4,18,6,3,7,4,16,3,41,33,N,0.74,0.249537465
321,aloin,a,l,o,i,n,6,7,4,4,8,3,7,4,6,9,29,29,N,0.35,0.145004625
322,alone,a,l,o,n,e,6,7,4,5,2,3,7,4,9,2,24,25,Y,0.19,0.073851372
323,along,a,l,o,n,g,6,7,4,5,16,3,7,4,9,17,38,40,Y,0.65,0.490826395
324,aloof,a,l,o,o,f,6,7,4,8,18,3,7,4,4,20,43,38,Y,0.79,0.417514647
325,aloos,a,l,o,o,s,6,7,4,8,1,3,7,4,4,1,26,19,N,0.25,0.018809744
326,aloud,a,l,o,u,d,6,7,4,16,4,3,7,4,10,11,37,35,Y,0.62,0.312365094
327,alowe,a,l,o,w,e,6,7,4,21,2,3,7,4,21,2,40,37,N,0.71,0.380820228
328,alpha,a,l,p,h,a,6,7,15,18,6,3,7,14,16,3,52,43,Y,0.92,0.590425532
329,altar,a,l,t,a,r,6,7,9,2,7,3,7,8,3,5,31,26,Y,0.42,0.0871107
330,alter,a,l,t,e,r,6,7,9,1,7,3,7,8,2,5,30,25,Y,0.39,0.073851372
331,altho,a,l,t,h,o,6,7,9,18,10,3,7,8,16,4,50,38,N,0.9,0.417514647
332,altos,a,l,t,o,s,6,7,9,8,1,3,7,8,4,1,31,23,N,0.42,0.049105766
333,alula,a,l,u,l,a,6,7,8,6,6,3,7,10,7,3,33,30,N,0.49,0.165895776
334,alums,a,l,u,m,s,6,7,8,15,1,3,7,10,15,1,37,36,N,0.62,0.346284305
335,alure,a,l,u,r,e,6,7,8,7,2,3,7,10,5,2,30,27,N,0.39,0.103299414
336,alvar,a,l,v,a,r,6,7,19,2,7,3,7,22,3,5,41,40,N,0.74,0.490826395
337,alway,a,l,w,a,y,6,7,18,2,3,3,7,21,3,12,36,46,N,0.59,0.684397163
338,amahs,a,m,a,h,s,6,13,1,18,1,3,15,3,16,1,39,38,N,0.68,0.417514647
339,amain,a,m,a,i,n,6,13,1,4,8,3,15,3,6,9,32,36,N,0.46,0.346284305
340,amass,a,m,a,s,s,6,13,1,9,1,3,15,3,1,1,30,23,Y,0.39,0.049105766
341,amate,a,m,a,t,e,6,13,1,3,2,3,15,3,8,2,25,31,N,0.22,0.19164354
342,amaut,a,m,a,u,t,6,13,1,16,5,3,15,3,10,8,41,39,N,0.74,0.452898551
343,amaze,a,m,a,z,e,6,13,1,22,2,3,15,3,23,2,44,46,Y,0.81,0.684397163
344,amban,a,m,b,a,n,6,13,16,2,8,3,15,18,3,9,45,48,N,0.83,0.738282455
345,amber,a,m,b,e,r,6,13,16,1,7,3,15,18,2,5,43,43,Y,0.79,0.590425532
346,ambit,a,m,b,i,t,6,13,16,4,5,3,15,18,6,8,44,50,N,0.81,0.785769349
347,amble,a,m,b,l,e,6,13,16,6,2,3,15,18,7,2,43,45,Y,0.79,0.653484428
348,ambos,a,m,b,o,s,6,13,16,8,1,3,15,18,4,1,44,41,N,0.81,0.52436016
349,ambry,a,m,b,r,y,6,13,16,7,3,3,15,18,5,12,45,53,N,0.83,0.852605612
350,ameba,a,m,e,b,a,6,13,6,17,6,3,15,2,18,3,48,41,N,0.88,0.52436016
351,ameer,a,m,e,e,r,6,13,6,1,7,3,15,2,2,5,33,27,N,0.49,0.103299414
352,amend,a,m,e,n,d,6,13,6,5,4,3,15,2,9,11,34,40,Y,0.53,0.490826395
353,amene,a,m,e,n,e,6,13,6,5,2,3,15,2,9,2,32,31,N,0.46,0.19164354
354,amens,a,m,e,n,s,6,13,6,5,1,3,15,2,9,1,31,30,N,0.42,0.165895776
355,ament,a,m,e,n,t,6,13,6,5,5,3,15,2,9,8,35,37,N,0.56,0.380820228
356,amias,a,m,i,a,s,6,13,3,2,1,3,15,6,3,1,25,28,N,0.22,0.121877891
357,amice,a,m,i,c,e,6,13,3,14,2,3,15,6,13,2,38,39,N,0.65,0.452898551
358,amici,a,m,i,c,i,6,13,3,14,12,3,15,6,13,6,48,43,N,0.88,0.590425532
359,amide,a,m,i,d,e,6,13,3,11,2,3,15,6,11,2,35,37,N,0.56,0.380820228
360,amido,a,m,i,d,o,6,13,3,11,10,3,15,6,11,4,43,39,N,0.79,0.452898551
361,amids,a,m,i,d,s,6,13,3,11,1,3,15,6,11,1,34,36,N,0.53,0.346284305
362,amies,a,m,i,e,s,6,13,3,1,1,3,15,6,2,1,24,27,N,0.19,0.103299414
363,amiga,a,m,i,g,a,6,13,3,12,6,3,15,6,17,3,40,44,N,0.71,0.624884366
364,amigo,a,m,i,g,o,6,13,3,12,10,3,15,6,17,4,44,45,N,0.81,0.653484428
365,amine,a,m,i,n,e,6,13,3,5,2,3,15,6,9,2,29,35,N,0.35,0.312365094
366,amino,a,m,i,n,o,6,13,3,5,10,3,15,6,9,4,37,37,N,0.62,0.380820228
367,amins,a,m,i,n,s,6,13,3,5,1,3,15,6,9,1,28,34,N,0.31,0.2804502
368,amirs,a,m,i,r,s,6,13,3,7,1,3,15,6,5,1,30,30,N,0.39,0.165895776
369,amiss,a,m,i,s,s,6,13,3,9,1,3,15,6,1,1,32,26,Y,0.46,0.0871107
370,amity,a,m,i,t,y,6,13,3,3,3,3,15,6,8,12,28,44,Y,0.31,0.624884366
371,amlas,a,m,l,a,s,6,13,7,2,1,3,15,7,3,1,29,29,N,0.35,0.145004625
372,amman,a,m,m,a,n,6,13,11,2,8,3,15,15,3,9,40,45,N,0.71,0.653484428
373,ammon,a,m,m,o,n,6,13,11,8,8,3,15,15,4,9,46,46,N,0.84,0.684397163
374,ammos,a,m,m,o,s,6,13,11,8,1,3,15,15,4,1,39,38,N,0.68,0.417514647
375,amnia,a,m,n,i,a,6,13,5,4,6,3,15,9,6,3,34,36,N,0.53,0.346284305
376,amnic,a,m,n,i,c,6,13,5,4,17,3,15,9,6,13,45,46,N,0.83,0.684397163
377,amnio,a,m,n,i,o,6,13,5,4,10,3,15,9,6,4,38,37,N,0.65,0.380820228
378,amoks,a,m,o,k,s,6,13,4,10,1,3,15,4,19,1,34,42,N,0.53,0.558510638
379,amole,a,m,o,l,e,6,13,4,6,2,3,15,4,7,2,31,31,N,0.42,0.19164354
380,among,a,m,o,n,g,6,13,4,5,16,3,15,4,9,17,44,48,Y,0.81,0.738282455
381,amort,a,m,o,r,t,6,13,4,7,5,3,15,4,5,8,35,35,N,0.56,0.312365094
382,amour,a,m,o,u,r,6,13,4,16,7,3,15,4,10,5,46,37,N,0.84,0.380820228
383,amove,a,m,o,v,e,6,13,4,20,2,3,15,4,22,2,45,46,N,0.83,0.684397163
384,amowt,a,m,o,w,t,6,13,4,21,5,3,15,4,21,8,49,51,N,0.89,0.810823312
385,amped,a,m,p,e,d,6,13,15,1,4,3,15,14,2,11,39,45,N,0.68,0.653484428
386,ample,a,m,p,l,e,6,13,15,6,2,3,15,14,7,2,42,41,Y,0.76,0.52436016
387,amply,a,m,p,l,y,6,13,15,6,3,3,15,14,7,12,43,51,Y,0.79,0.810823312
388,ampul,a,m,p,u,l,6,13,15,16,9,3,15,14,10,7,59,49,N,0.97,0.763259328
389,amrit,a,m,r,i,t,6,13,2,4,5,3,15,5,6,8,30,37,N,0.39,0.380820228
390,amuck,a,m,u,c,k,6,13,8,14,13,3,15,10,13,19,54,60,N,0.94,0.947656491
391,amuse,a,m,u,s,e,6,13,8,9,2,3,15,10,1,2,38,31,Y,0.65,0.19164354
392,amyls,a,m,y,l,s,6,13,20,6,1,3,15,12,7,1,46,38,N,0.84,0.417514647
393,anana,a,n,a,n,a,6,9,1,5,6,3,9,3,9,3,27,27,N,0.28,0.103299414
394,anata,a,n,a,t,a,6,9,1,3,6,3,9,3,8,3,25,26,N,0.22,0.0871107
395,ancho,a,n,c,h,o,6,9,12,18,10,3,9,13,16,4,55,45,N,0.95,0.653484428
396,ancle,a,n,c,l,e,6,9,12,6,2,3,9,13,7,2,35,34,N,0.56,0.2804502
397,ancon,a,n,c,o,n,6,9,12,8,8,3,9,13,4,9,43,38,N,0.79,0.417514647
398,andro,a,n,d,r,o,6,9,13,7,10,3,9,11,5,4,45,32,N,0.83,0.220629047
399,anear,a,n,e,a,r,6,9,6,2,7,3,9,2,3,5,30,22,N,0.39,0.039469627
400,anele,a,n,e,l,e,6,9,6,6,2,3,9,2,7,2,29,23,N,0.35,0.049105766
401,anent,a,n,e,n,t,6,9,6,5,5,3,9,2,9,8,31,31,N,0.42,0.19164354
402,angas,a,n,g,a,s,6,9,14,2,1,3,9,17,3,1,32,33,N,0.46,0.249537465
403,angel,a,n,g,e,l,6,9,14,1,9,3,9,17,2,7,39,38,Y,0.68,0.417514647
404,anger,a,n,g,e,r,6,9,14,1,7,3,9,17,2,5,37,36,Y,0.62,0.346284305
405,angle,a,n,g,l,e,6,9,14,6,2,3,9,17,7,2,37,38,Y,0.62,0.417514647
406,anglo,a,n,g,l,o,6,9,14,6,10,3,9,17,7,4,45,40,N,0.83,0.490826395
407,angry,a,n,g,r,y,6,9,14,7,3,3,9,17,5,12,39,46,Y,0.68,0.684397163
408,angst,a,n,g,s,t,6,9,14,9,5,3,9,17,1,8,43,38,Y,0.79,0.417514647
409,anigh,a,n,i,g,h,6,9,3,12,11,3,9,6,17,16,41,51,N,0.74,0.810823312
410,anile,a,n,i,l,e,6,9,3,6,2,3,9,6,7,2,26,27,N,0.25,0.103299414
411,anils,a,n,i,l,s,6,9,3,6,1,3,9,6,7,1,25,26,N,0.22,0.0871107
412,anima,a,n,i,m,a,6,9,3,15,6,3,9,6,15,3,39,36,N,0.68,0.346284305
413,anime,a,n,i,m,e,6,9,3,15,2,3,9,6,15,2,35,35,Y,0.56,0.312365094
414,animi,a,n,i,m,i,6,9,3,15,12,3,9,6,15,6,45,39,N,0.83,0.452898551
415,anion,a,n,i,o,n,6,9,3,8,8,3,9,6,4,9,34,31,N,0.53,0.19164354
416,anise,a,n,i,s,e,6,9,3,9,2,3,9,6,1,2,29,21,N,0.35,0.030835646
417,anker,a,n,k,e,r,6,9,17,1,7,3,9,19,2,5,40,38,N,0.71,0.417514647
418,ankhs,a,n,k,h,s,6,9,17,18,1,3,9,19,16,1,51,48,N,0.91,0.738282455
419,ankle,a,n,k,l,e,6,9,17,6,2,3,9,19,7,2,40,40,Y,0.71,0.490826395
420,ankus,a,n,k,u,s,6,9,17,16,1,3,9,19,10,1,49,42,N,0.89,0.558510638
421,anlas,a,n,l,a,s,6,9,7,2,1,3,9,7,3,1,25,23,N,0.22,0.049105766
422,annal,a,n,n,a,l,6,9,5,2,9,3,9,9,3,7,31,31,N,0.42,0.19164354
423,annas,a,n,n,a,s,6,9,5,2,1,3,9,9,3,1,23,25,N,0.17,0.073851372
424,annat,a,n,n,a,t,6,9,5,2,5,3,9,9,3,8,27,32,N,0.28,0.220629047
425,annex,a,n,n,e,x,6,9,5,1,19,3,9,9,2,25,40,48,Y,0.71,0.738282455
426,annoy,a,n,n,o,y,6,9,5,8,3,3,9,9,4,12,31,37,Y,0.42,0.380820228
427,annul,a,n,n,u,l,6,9,5,16,9,3,9,9,10,7,45,38,Y,0.83,0.417514647
428,anoas,a,n,o,a,s,6,9,4,2,1,3,9,4,3,1,22,20,N,0.14,0.02351218
429,anode,a,n,o,d,e,6,9,4,11,2,3,9,4,11,2,32,29,Y,0.46,0.145004625
430,anole,a,n,o,l,e,6,9,4,6,2,3,9,4,7,2,27,25,N,0.28,0.073851372
431,anomy,a,n,o,m,y,6,9,4,15,3,3,9,4,15,12,37,43,N,0.62,0.590425532
432,ansae,a,n,s,a,e,6,9,10,2,2,3,9,1,3,2,29,18,N,0.35,0.014184397
433,antae,a,n,t,a,e,6,9,9,2,2,3,9,8,3,2,28,25,N,0.31,0.073851372
434,antar,a,n,t,a,r,6,9,9,2,7,3,9,8,3,5,33,28,N,0.49,0.121877891
435,antas,a,n,t,a,s,6,9,9,2,1,3,9,8,3,1,27,24,N,0.28,0.060206599
436,anted,a,n,t,e,d,6,9,9,1,4,3,9,8,2,11,29,33,N,0.35,0.249537465
437,antes,a,n,t,e,s,6,9,9,1,1,3,9,8,2,1,26,23,N,0.25,0.049105766
438,antic,a,n,t,i,c,6,9,9,4,17,3,9,8,6,13,45,39,Y,0.83,0.452898551
439,antis,a,n,t,i,s,6,9,9,4,1,3,9,8,6,1,29,27,N,0.35,0.103299414
440,antra,a,n,t,r,a,6,9,9,7,6,3,9,8,5,3,37,28,N,0.62,0.121877891
441,antre,a,n,t,r,e,6,9,9,7,2,3,9,8,5,2,33,27,N,0.49,0.103299414
442,antsy,a,n,t,s,y,6,9,9,9,3,3,9,8,1,12,36,33,N,0.59,0.249537465
443,anura,a,n,u,r,a,6,9,8,7,6,3,9,10,5,3,36,30,N,0.59,0.165895776
444,anvil,a,n,v,i,l,6,9,19,4,9,3,9,22,6,7,47,47,Y,0.86,0.712997225
445,anyon,a,n,y,o,n,6,9,20,8,8,3,9,12,4,9,51,37,N,0.91,0.380820228
446,aorta,a,o,r,t,a,6,2,2,3,6,3,4,5,8,3,19,23,Y,0.08,0.049105766
447,apace,a,p,a,c,e,6,12,1,14,2,3,14,3,13,2,35,35,N,0.56,0.312365094
448,apage,a,p,a,g,e,6,12,1,12,2,3,14,3,17,2,33,39,N,0.49,0.452898551
449,apaid,a,p,a,i,d,6,12,1,4,4,3,14,3,6,11,27,37,N,0.28,0.380820228
450,apart,a,p,a,r,t,6,12,1,7,5,3,14,3,5,8,31,33,Y,0.42,0.249537465
451,apayd,a,p,a,y,d,6,12,1,23,4,3,14,3,12,11,46,43,N,0.84,0.590425532
452,apays,a,p,a,y,s,6,12,1,23,1,3,14,3,12,1,43,33,N,0.79,0.249537465
453,apeak,a,p,e,a,k,6,12,6,2,13,3,14,2,3,19,39,41,N,0.68,0.52436016
454,apeek,a,p,e,e,k,6,12,6,1,13,3,14,2,2,19,38,40,N,0.65,0.490826395
455,apers,a,p,e,r,s,6,12,6,7,1,3,14,2,5,1,32,25,N,0.46,0.073851372
456,apert,a,p,e,r,t,6,12,6,7,5,3,14,2,5,8,36,32,N,0.59,0.220629047
457,apery,a,p,e,r,y,6,12,6,7,3,3,14,2,5,12,34,36,N,0.53,0.346284305
458,apgar,a,p,g,a,r,6,12,14,2,7,3,14,17,3,5,41,42,N,0.74,0.558510638
459,aphid,a,p,h,i,d,6,12,24,4,4,3,14,16,6,11,50,50,Y,0.9,0.785769349
460,aphis,a,p,h,i,s,6,12,24,4,1,3,14,16,6,1,47,40,N,0.86,0.490826395
461,apian,a,p,i,a,n,6,12,3,2,8,3,14,6,3,9,31,35,N,0.42,0.312365094
462,aping,a,p,i,n,g,6,12,3,5,16,3,14,6,9,17,42,49,Y,0.76,0.763259328
463,apiol,a,p,i,o,l,6,12,3,8,9,3,14,6,4,7,38,34,N,0.65,0.2804502
464,apish,a,p,i,s,h,6,12,3,9,11,3,14,6,1,16,41,40,N,0.74,0.490826395
465,apism,a,p,i,s,m,6,12,3,9,14,3,14,6,1,15,44,39,N,0.81,0.452898551
466,apnea,a,p,n,e,a,6,12,5,1,6,3,14,9,2,3,30,31,Y,0.39,0.19164354
467,apode,a,p,o,d,e,6,12,4,11,2,3,14,4,11,2,35,34,N,0.56,0.2804502
468,apods,a,p,o,d,s,6,12,4,11,1,3,14,4,11,1,34,33,N,0.53,0.249537465
469,apoop,a,p,o,o,p,6,12,4,8,15,3,14,4,4,14,45,39,N,0.83,0.452898551
470,aport,a,p,o,r,t,6,12,4,7,5,3,14,4,5,8,34,34,N,0.53,0.2804502
471,appal,a,p,p,a,l,6,12,15,2,9,3,14,14,3,7,44,41,N,0.81,0.52436016
472,appay,a,p,p,a,y,6,12,15,2,3,3,14,14,3,12,38,46,N,0.65,0.684397163
473,appel,a,p,p,e,l,6,12,15,1,9,3,14,14,2,7,43,40,N,0.79,0.490826395
474,apple,a,p,p,l,e,6,12,15,6,2,3,14,14,7,2,41,40,Y,0.74,0.490826395
475,apply,a,p,p,l,y,6,12,15,6,3,3,14,14,7,12,42,50,Y,0.76,0.785769349
476,appro,a,p,p,r,o,6,12,15,7,10,3,14,14,5,4,50,40,N,0.9,0.490826395
477,appui,a,p,p,u,i,6,12,15,16,12,3,14,14,10,6,61,47,N,0.98,0.712997225
478,appuy,a,p,p,u,y,6,12,15,16,3,3,14,14,10,12,52,53,N,0.92,0.852605612
479,apres,a,p,r,e,s,6,12,2,1,1,3,14,5,2,1,22,25,N,0.14,0.073851372
480,apron,a,p,r,o,n,6,12,2,8,8,3,14,5,4,9,36,35,Y,0.59,0.312365094
481,apses,a,p,s,e,s,6,12,10,1,1,3,14,1,2,1,30,21,N,0.39,0.030835646
482,apsis,a,p,s,i,s,6,12,10,4,1,3,14,1,6,1,33,25,N,0.49,0.073851372
483,apsos,a,p,s,o,s,6,12,10,8,1,3,14,1,4,1,37,23,N,0.62,0.049105766
484,apted,a,p,t,e,d,6,12,9,1,4,3,14,8,2,11,32,38,N,0.46,0.417514647
485,apter,a,p,t,e,r,6,12,9,1,7,3,14,8,2,5,35,32,N,0.56,0.220629047
486,aptly,a,p,t,l,y,6,12,9,6,3,3,14,8,7,12,36,44,Y,0.59,0.624884366
487,aquae,a,q,u,a,e,6,25,8,2,2,3,26,10,3,2,43,44,N,0.79,0.624884366
488,aquas,a,q,u,a,s,6,25,8,2,1,3,26,10,3,1,42,43,N,0.76,0.590425532
489,araba,a,r,a,b,a,6,6,1,17,6,3,5,3,18,3,36,32,N,0.59,0.220629047
490,araks,a,r,a,k,s,6,6,1,10,1,3,5,3,19,1,24,31,N,0.19,0.19164354
491,arame,a,r,a,m,e,6,6,1,15,2,3,5,3,15,2,30,28,N,0.39,0.121877891
492,arars,a,r,a,r,s,6,6,1,7,1,3,5,3,5,1,21,17,N,0.11,0.010329941
493,arbas,a,r,b,a,s,6,6,16,2,1,3,5,18,3,1,31,30,N,0.42,0.165895776
494,arbor,a,r,b,o,r,6,6,16,8,7,3,5,18,4,5,43,35,Y,0.79,0.312365094
495,arced,a,r,c,e,d,6,6,12,1,4,3,5,13,2,11,29,34,N,0.35,0.2804502
496,archi,a,r,c,h,i,6,6,12,18,12,3,5,13,16,6,54,43,N,0.94,0.590425532
497,arcos,a,r,c,o,s,6,6,12,8,1,3,5,13,4,1,33,26,N,0.49,0.0871107
498,arcus,a,r,c,u,s,6,6,12,16,1,3,5,13,10,1,41,32,N,0.74,0.220629047
499,ardeb,a,r,d,e,b,6,6,13,1,22,3,5,11,2,18,48,39,N,0.88,0.452898551
500,ardor,a,r,d,o,r,6,6,13,8,7,3,5,11,4,5,40,28,Y,0.71,0.121877891
501,ardri,a,r,d,r,i,6,6,13,7,12,3,5,11,5,6,44,30,N,0.81,0.165895776
502,aread,a,r,e,a,d,6,6,6,2,4,3,5,2,3,11,24,24,N,0.19,0.060206599
503,areae,a,r,e,a,e,6,6,6,2,2,3,5,2,3,2,22,15,N,0.14,0.005781684
504,areal,a,r,e,a,l,6,6,6,2,9,3,5,2,3,7,29,20,N,0.35,0.02351218
505,arear,a,r,e,a,r,6,6,6,2,7,3,5,2,3,5,27,18,N,0.28,0.014184397
506,areas,a,r,e,a,s,6,6,6,2,1,3,5,2,3,1,21,14,N,0.11,0.003314832
507,areca,a,r,e,c,a,6,6,6,14,6,3,5,2,13,3,38,26,N,0.65,0.0871107
508,aredd,a,r,e,d,d,6,6,6,11,4,3,5,2,11,11,33,32,N,0.49,0.220629047
509,arede,a,r,e,d,e,6,6,6,11,2,3,5,2,11,2,31,23,N,0.42,0.049105766
510,arefy,a,r,e,f,y,6,6,6,19,3,3,5,2,20,12,40,42,N,0.71,0.558510638
511,areic,a,r,e,i,c,6,6,6,4,17,3,5,2,6,13,39,29,N,0.68,0.145004625
512,arena,a,r,e,n,a,6,6,6,5,6,3,5,2,9,3,29,22,Y,0.35,0.039469627
513,arene,a,r,e,n,e,6,6,6,5,2,3,5,2,9,2,25,21,N,0.22,0.030835646
514,arepa,a,r,e,p,a,6,6,6,13,6,3,5,2,14,3,37,27,N,0.62,0.103299414
515,arere,a,r,e,r,e,6,6,6,7,2,3,5,2,5,2,27,17,N,0.28,0.010329941
516,arete,a,r,e,t,e,6,6,6,3,2,3,5,2,8,2,23,20,N,0.17,0.02351218
517,arets,a,r,e,t,s,6,6,6,3,1,3,5,2,8,1,22,19,N,0.14,0.018809744
518,arett,a,r,e,t,t,6,6,6,3,5,3,5,2,8,8,26,26,N,0.25,0.0871107
519,argal,a,r,g,a,l,6,6,14,2,9,3,5,17,3,7,37,35,N,0.62,0.312365094
520,argan,a,r,g,a,n,6,6,14,2,8,3,5,17,3,9,36,37,N,0.59,0.380820228
521,argil,a,r,g,i,l,6,6,14,4,9,3,5,17,6,7,39,38,N,0.68,0.417514647
522,argle,a,r,g,l,e,6,6,14,6,2,3,5,17,7,2,34,34,N,0.53,0.2804502
523,argol,a,r,g,o,l,6,6,14,8,9,3,5,17,4,7,43,36,N,0.79,0.346284305
524,argon,a,r,g,o,n,6,6,14,8,8,3,5,17,4,9,42,38,N,0.76,0.417514647
525,argot,a,r,g,o,t,6,6,14,8,5,3,5,17,4,8,39,37,N,0.68,0.380820228
526,argue,a,r,g,u,e,6,6,14,16,2,3,5,17,10,2,44,37,Y,0.81,0.380820228
527,argus,a,r,g,u,s,6,6,14,16,1,3,5,17,10,1,43,36,N,0.79,0.346284305
528,arhat,a,r,h,a,t,6,6,24,2,5,3,5,16,3,8,43,35,N,0.79,0.312365094
529,arias,a,r,i,a,s,6,6,3,2,1,3,5,6,3,1,18,18,N,0.06,0.014184397
530,ariel,a,r,i,e,l,6,6,3,1,9,3,5,6,2,7,25,23,N,0.22,0.049105766
531,ariki,a,r,i,k,i,6,6,3,10,12,3,5,6,19,6,37,39,N,0.62,0.452898551
532,arils,a,r,i,l,s,6,6,3,6,1,3,5,6,7,1,22,22,N,0.14,0.039469627
533,ariot,a,r,i,o,t,6,6,3,8,5,3,5,6,4,8,28,26,N,0.31,0.0871107
