id,word,letter1,letter2,letter3,letter4,letter5,letter1rank,letter2rank,letter3rank,letter4rank,letter5rank,totalrank
505,atomy,a,t,o,m,y,6,12,5,14,3,40
506,atony,a,t,o,n,y,6,12,5,6,3,32
507,atopy,a,t,o,p,y,6,12,5,11,3,37
508,atria,a,t,r,i,a,6,12,1,4,5,28
509,atrip,a,t,r,i,p,6,12,1,4,17,40
510,attap,a,t,t,a,p,6,12,8,2,17,45
511,attar,a,t,t,a,r,6,12,8,2,7,35
512,atuas,a,t,u,a,s,6,12,9,2,1,30
513,audad,a,u,d,a,d,6,5,13,2,4,30
514,auger,a,u,g,e,r,6,5,15,1,7,34
515,aught,a,u,g,h,t,6,5,15,18,6,50
516,aulas,a,u,l,a,s,6,5,6,2,1,20
517,aulic,a,u,l,i,c,6,5,6,4,16,37
518,auloi,a,u,l,o,i,6,5,6,8,11,36
519,aulos,a,u,l,o,s,6,5,6,8,1,26
520,aumil,a,u,m,i,l,6,5,11,4,10,36
521,aunes,a,u,n,e,s,6,5,3,1,1,16
522,aunts,a,u,n,t,s,6,5,3,3,1,18
523,aurae,a,u,r,a,e,6,5,1,2,2,16
524,aural,a,u,r,a,l,6,5,1,2,10,24
525,aurar,a,u,r,a,r,6,5,1,2,7,21
526,auras,a,u,r,a,s,6,5,1,2,1,15
527,aurei,a,u,r,e,i,6,5,1,1,11,24
528,aures,a,u,r,e,s,6,5,1,1,1,14
529,auric,a,u,r,i,c,6,5,1,4,16,32
530,auris,a,u,r,i,s,6,5,1,4,1,17
531,aurum,a,u,r,u,m,6,5,1,15,14,41
532,autos,a,u,t,o,s,6,5,8,8,1,28
533,auxin,a,u,x,i,n,6,5,23,4,8,46
534,avale,a,v,a,l,e,6,22,2,5,2,37
535,avant,a,v,a,n,t,6,22,2,6,6,42
536,avast,a,v,a,s,t,6,22,2,13,6,49
537,avels,a,v,e,l,s,6,22,7,5,1,41
538,avens,a,v,e,n,s,6,22,7,6,1,42
539,avers,a,v,e,r,s,6,22,7,7,1,43
540,avgas,a,v,g,a,s,6,22,15,2,1,46
541,avine,a,v,i,n,e,6,22,4,6,2,40
542,avion,a,v,i,o,n,6,22,4,8,8,48
543,avise,a,v,i,s,e,6,22,4,13,2,47
544,aviso,a,v,i,s,o,6,22,4,13,9,54
545,avize,a,v,i,z,e,6,22,4,21,2,55
546,avows,a,v,o,w,s,6,22,5,23,1,57
547,avyze,a,v,y,z,e,6,22,20,21,2,71
548,awarn,a,w,a,r,n,6,15,2,7,8,38
549,awato,a,w,a,t,o,6,15,2,3,9,35
550,awave,a,w,a,v,e,6,15,2,20,2,45
551,aways,a,w,a,y,s,6,15,2,22,1,46
552,awdls,a,w,d,l,s,6,15,13,5,1,40
553,aweel,a,w,e,e,l,6,15,7,1,10,39
554,aweto,a,w,e,t,o,6,15,7,3,9,40
555,awing,a,w,i,n,g,6,15,4,6,15,46
556,awmry,a,w,m,r,y,6,15,11,7,3,42
557,awned,a,w,n,e,d,6,15,3,1,4,29
558,awner,a,w,n,e,r,6,15,3,1,7,32
559,awols,a,w,o,l,s,6,15,5,5,1,32
560,awork,a,w,o,r,k,6,15,5,7,13,46
561,axels,a,x,e,l,s,6,21,7,5,1,40
562,axile,a,x,i,l,e,6,21,4,5,2,38
563,axils,a,x,i,l,s,6,21,4,5,1,37
564,axing,a,x,i,n,g,6,21,4,6,15,52
565,axite,a,x,i,t,e,6,21,4,3,2,36
566,axled,a,x,l,e,d,6,21,6,1,4,38
567,axles,a,x,l,e,s,6,21,6,1,1,35
568,axman,a,x,m,a,n,6,21,11,2,8,48
569,axmen,a,x,m,e,n,6,21,11,1,8,47
570,axoid,a,x,o,i,d,6,21,5,4,4,40
571,axone,a,x,o,n,e,6,21,5,6,2,40
572,axons,a,x,o,n,s,6,21,5,6,1,39
573,ayahs,a,y,a,h,s,6,10,2,18,1,37
574,ayaya,a,y,a,y,a,6,10,2,22,5,45
575,ayelp,a,y,e,l,p,6,10,7,5,17,45
576,aygre,a,y,g,r,e,6,10,15,7,2,40
577,ayins,a,y,i,n,s,6,10,4,6,1,27
578,ayont,a,y,o,n,t,6,10,5,6,6,33
579,ayres,a,y,r,e,s,6,10,1,1,1,19
580,ayrie,a,y,r,i,e,6,10,1,4,2,23
581,azans,a,z,a,n,s,6,23,2,6,1,38
582,azide,a,z,i,d,e,6,23,4,10,2,45
583,azido,a,z,i,d,o,6,23,4,10,9,52
584,azine,a,z,i,n,e,6,23,4,6,2,41
585,azlon,a,z,l,o,n,6,23,6,8,8,51
586,azoic,a,z,o,i,c,6,23,5,4,16,54
587,azole,a,z,o,l,e,6,23,5,5,2,41
588,azons,a,z,o,n,s,6,23,5,6,1,41
589,azote,a,z,o,t,e,6,23,5,3,2,39
590,azoth,a,z,o,t,h,6,23,5,3,12,49
591,azuki,a,z,u,k,i,6,23,9,9,11,58
592,azurn,a,z,u,r,n,6,23,9,7,8,53
593,azury,a,z,u,r,y,6,23,9,7,3,48
594,azygy,a,z,y,g,y,6,23,20,12,3,64
595,azyme,a,z,y,m,e,6,23,20,14,2,65
596,azyms,a,z,y,m,s,6,23,20,14,1,64
597,baaed,b,a,a,e,d,2,1,2,1,4,10
598,baals,b,a,a,l,s,2,1,2,5,1,11
599,babas,b,a,b,a,s,2,1,16,2,1,22
600,babel,b,a,b,e,l,2,1,16,1,10,30
601,babes,b,a,b,e,s,2,1,16,1,1,21
602,babka,b,a,b,k,a,2,1,16,9,5,33
603,baboo,b,a,b,o,o,2,1,16,8,9,36
604,babul,b,a,b,u,l,2,1,16,15,10,44
605,babus,b,a,b,u,s,2,1,16,15,1,35
606,bacca,b,a,c,c,a,2,1,12,16,5,36
607,bacco,b,a,c,c,o,2,1,12,16,9,40
608,baccy,b,a,c,c,y,2,1,12,16,3,34
609,bacha,b,a,c,h,a,2,1,12,18,5,38
610,bachs,b,a,c,h,s,2,1,12,18,1,34
611,backs,b,a,c,k,s,2,1,12,9,1,25
612,baddy,b,a,d,d,y,2,1,13,10,3,29
613,baels,b,a,e,l,s,2,1,7,5,1,16
614,baffs,b,a,f,f,s,2,1,21,19,1,44
615,baffy,b,a,f,f,y,2,1,21,19,3,46
616,bafts,b,a,f,t,s,2,1,21,3,1,28
617,baghs,b,a,g,h,s,2,1,15,18,1,37
618,bagie,b,a,g,i,e,2,1,15,4,2,24
619,bahts,b,a,h,t,s,2,1,24,3,1,31
620,bahus,b,a,h,u,s,2,1,24,15,1,43
621,bahut,b,a,h,u,t,2,1,24,15,6,48
622,bails,b,a,i,l,s,2,1,4,5,1,13
623,bairn,b,a,i,r,n,2,1,4,7,8,22
624,baisa,b,a,i,s,a,2,1,4,13,5,25
625,baith,b,a,i,t,h,2,1,4,3,12,22
626,baits,b,a,i,t,s,2,1,4,3,1,11
627,baiza,b,a,i,z,a,2,1,4,21,5,33
628,baize,b,a,i,z,e,2,1,4,21,2,30
629,bajan,b,a,j,a,n,2,1,25,2,8,38
630,bajra,b,a,j,r,a,2,1,25,7,5,40
631,bajri,b,a,j,r,i,2,1,25,7,11,46
632,bajus,b,a,j,u,s,2,1,25,15,1,44
633,baked,b,a,k,e,d,2,1,17,1,4,25
634,baken,b,a,k,e,n,2,1,17,1,8,29
635,bakes,b,a,k,e,s,2,1,17,1,1,22
636,bakra,b,a,k,r,a,2,1,17,7,5,32
637,balas,b,a,l,a,s,2,1,6,2,1,12
638,balds,b,a,l,d,s,2,1,6,10,1,20
639,baldy,b,a,l,d,y,2,1,6,10,3,22
640,baled,b,a,l,e,d,2,1,6,1,4,14
641,bales,b,a,l,e,s,2,1,6,1,1,11
642,balks,b,a,l,k,s,2,1,6,9,1,19
643,balky,b,a,l,k,y,2,1,6,9,3,21
644,balls,b,a,l,l,s,2,1,6,5,1,15
645,bally,b,a,l,l,y,2,1,6,5,3,17
646,balms,b,a,l,m,s,2,1,6,14,1,24
647,baloo,b,a,l,o,o,2,1,6,8,9,26
648,balsa,b,a,l,s,a,2,1,6,13,5,27
649,balti,b,a,l,t,i,2,1,6,3,11,23
650,balun,b,a,l,u,n,2,1,6,15,8,32
651,balus,b,a,l,u,s,2,1,6,15,1,25
652,bambi,b,a,m,b,i,2,1,11,17,11,42
653,banak,b,a,n,a,k,2,1,3,2,13,21
654,banco,b,a,n,c,o,2,1,3,16,9,31
655,bancs,b,a,n,c,s,2,1,3,16,1,23
656,banda,b,a,n,d,a,2,1,3,10,5,21
657,bandh,b,a,n,d,h,2,1,3,10,12,28
658,bands,b,a,n,d,s,2,1,3,10,1,17
659,bandy,b,a,n,d,y,2,1,3,10,3,19
660,baned,b,a,n,e,d,2,1,3,1,4,11
661,banes,b,a,n,e,s,2,1,3,1,1,8
662,bangs,b,a,n,g,s,2,1,3,12,1,19
663,bania,b,a,n,i,a,2,1,3,4,5,15
664,banks,b,a,n,k,s,2,1,3,9,1,16
665,banns,b,a,n,n,s,2,1,3,6,1,13
666,bants,b,a,n,t,s,2,1,3,3,1,10
667,bantu,b,a,n,t,u,2,1,3,3,18,27
668,banty,b,a,n,t,y,2,1,3,3,3,12
669,banya,b,a,n,y,a,2,1,3,22,5,33
670,bapus,b,a,p,u,s,2,1,14,15,1,33
671,barbe,b,a,r,b,e,2,1,1,17,2,23
672,barbs,b,a,r,b,s,2,1,1,17,1,22
673,barby,b,a,r,b,y,2,1,1,17,3,24
674,barca,b,a,r,c,a,2,1,1,16,5,25
675,barde,b,a,r,d,e,2,1,1,10,2,16
676,bardo,b,a,r,d,o,2,1,1,10,9,23
677,bards,b,a,r,d,s,2,1,1,10,1,15
678,bardy,b,a,r,d,y,2,1,1,10,3,17
679,bared,b,a,r,e,d,2,1,1,1,4,9
680,barer,b,a,r,e,r,2,1,1,1,7,12
681,bares,b,a,r,e,s,2,1,1,1,1,6
682,barfi,b,a,r,f,i,2,1,1,19,11,34
683,barfs,b,a,r,f,s,2,1,1,19,1,24
684,baric,b,a,r,i,c,2,1,1,4,16,24
685,barks,b,a,r,k,s,2,1,1,9,1,14
686,barky,b,a,r,k,y,2,1,1,9,3,16
687,barms,b,a,r,m,s,2,1,1,14,1,19
688,barmy,b,a,r,m,y,2,1,1,14,3,21
689,barns,b,a,r,n,s,2,1,1,6,1,11
690,barny,b,a,r,n,y,2,1,1,6,3,13
691,barps,b,a,r,p,s,2,1,1,11,1,16
692,barra,b,a,r,r,a,2,1,1,7,5,16
693,barre,b,a,r,r,e,2,1,1,7,2,13
694,barro,b,a,r,r,o,2,1,1,7,9,20
695,barry,b,a,r,r,y,2,1,1,7,3,14
696,barye,b,a,r,y,e,2,1,1,22,2,28
697,basan,b,a,s,a,n,2,1,10,2,8,23
698,based,b,a,s,e,d,2,1,10,1,4,18
699,basen,b,a,s,e,n,2,1,10,1,8,22
700,baser,b,a,s,e,r,2,1,10,1,7,21
701,bases,b,a,s,e,s,2,1,10,1,1,15
702,basho,b,a,s,h,o,2,1,10,18,9,40
703,basij,b,a,s,i,j,2,1,10,4,26,43
704,basks,b,a,s,k,s,2,1,10,9,1,23
705,bason,b,a,s,o,n,2,1,10,8,8,29
706,basse,b,a,s,s,e,2,1,10,13,2,28
707,bassi,b,a,s,s,i,2,1,10,13,11,37
708,basso,b,a,s,s,o,2,1,10,13,9,35
709,bassy,b,a,s,s,y,2,1,10,13,3,29
710,basta,b,a,s,t,a,2,1,10,3,5,21
711,basti,b,a,s,t,i,2,1,10,3,11,27
712,basto,b,a,s,t,o,2,1,10,3,9,25
713,basts,b,a,s,t,s,2,1,10,3,1,17
714,bated,b,a,t,e,d,2,1,8,1,4,16
715,bates,b,a,t,e,s,2,1,8,1,1,13
716,baths,b,a,t,h,s,2,1,8,18,1,30
717,batik,b,a,t,i,k,2,1,8,4,13,28
718,batta,b,a,t,t,a,2,1,8,3,5,19
719,batts,b,a,t,t,s,2,1,8,3,1,15
720,battu,b,a,t,t,u,2,1,8,3,18,32
721,bauds,b,a,u,d,s,2,1,9,10,1,23
722,bauks,b,a,u,k,s,2,1,9,9,1,22
723,baulk,b,a,u,l,k,2,1,9,5,13,30
724,baurs,b,a,u,r,s,2,1,9,7,1,20
725,bavin,b,a,v,i,n,2,1,19,4,8,34
726,bawds,b,a,w,d,s,2,1,18,10,1,32
727,bawks,b,a,w,k,s,2,1,18,9,1,31
728,bawls,b,a,w,l,s,2,1,18,5,1,27
729,bawns,b,a,w,n,s,2,1,18,6,1,28
730,bawrs,b,a,w,r,s,2,1,18,7,1,29
731,bawty,b,a,w,t,y,2,1,18,3,3,27
732,bayed,b,a,y,e,d,2,1,20,1,4,28
733,bayer,b,a,y,e,r,2,1,20,1,7,31
734,bayes,b,a,y,e,s,2,1,20,1,1,25
735,bayle,b,a,y,l,e,2,1,20,5,2,30
736,bayts,b,a,y,t,s,2,1,20,3,1,27
737,bazar,b,a,z,a,r,2,1,22,2,7,34
738,bazoo,b,a,z,o,o,2,1,22,8,9,42
739,beads,b,e,a,d,s,2,3,2,10,1,18
740,beaks,b,e,a,k,s,2,3,2,9,1,17
741,beaky,b,e,a,k,y,2,3,2,9,3,19
742,beals,b,e,a,l,s,2,3,2,5,1,13
743,beams,b,e,a,m,s,2,3,2,14,1,22
744,beamy,b,e,a,m,y,2,3,2,14,3,24
745,beano,b,e,a,n,o,2,3,2,6,9,22
746,beans,b,e,a,n,s,2,3,2,6,1,14
747,beany,b,e,a,n,y,2,3,2,6,3,16
748,beare,b,e,a,r,e,2,3,2,7,2,16
749,bears,b,e,a,r,s,2,3,2,7,1,15
750,beath,b,e,a,t,h,2,3,2,3,12,22
751,beats,b,e,a,t,s,2,3,2,3,1,11
752,beaty,b,e,a,t,y,2,3,2,3,3,13
753,beaus,b,e,a,u,s,2,3,2,15,1,23
754,beaut,b,e,a,u,t,2,3,2,15,6,28
755,beaux,b,e,a,u,x,2,3,2,15,19,41
756,bebop,b,e,b,o,p,2,3,16,8,17,46
757,becap,b,e,c,a,p,2,3,12,2,17,36
758,becke,b,e,c,k,e,2,3,12,9,2,28
759,becks,b,e,c,k,s,2,3,12,9,1,27
760,bedad,b,e,d,a,d,2,3,13,2,4,24
761,bedel,b,e,d,e,l,2,3,13,1,10,29
762,bedes,b,e,d,e,s,2,3,13,1,1,20
763,bedew,b,e,d,e,w,2,3,13,1,22,41
764,bedim,b,e,d,i,m,2,3,13,4,14,36
765,bedye,b,e,d,y,e,2,3,13,22,2,42
766,beedi,b,e,e,d,i,2,3,7,10,11,33
767,beefs,b,e,e,f,s,2,3,7,19,1,32
768,beeps,b,e,e,p,s,2,3,7,11,1,24
769,beers,b,e,e,r,s,2,3,7,7,1,20
770,beery,b,e,e,r,y,2,3,7,7,3,22
771,beets,b,e,e,t,s,2,3,7,3,1,16
772,befog,b,e,f,o,g,2,3,21,8,15,49
773,begad,b,e,g,a,d,2,3,15,2,4,26
774,begar,b,e,g,a,r,2,3,15,2,7,29
775,begem,b,e,g,e,m,2,3,15,1,14,35
776,begot,b,e,g,o,t,2,3,15,8,6,34
777,begum,b,e,g,u,m,2,3,15,15,14,49
778,beige,b,e,i,g,e,2,3,4,12,2,23
779,beigy,b,e,i,g,y,2,3,4,12,3,24
780,beins,b,e,i,n,s,2,3,4,6,1,16
781,bekah,b,e,k,a,h,2,3,17,2,12,36
782,belah,b,e,l,a,h,2,3,6,2,12,25
783,belar,b,e,l,a,r,2,3,6,2,7,20
784,belay,b,e,l,a,y,2,3,6,2,3,16
785,belee,b,e,l,e,e,2,3,6,1,2,14
786,belga,b,e,l,g,a,2,3,6,12,5,28
787,bells,b,e,l,l,s,2,3,6,5,1,17
788,belon,b,e,l,o,n,2,3,6,8,8,27
789,belts,b,e,l,t,s,2,3,6,3,1,15
790,bemad,b,e,m,a,d,2,3,11,2,4,22
791,bemas,b,e,m,a,s,2,3,11,2,1,19
792,bemix,b,e,m,i,x,2,3,11,4,19,39
793,bemud,b,e,m,u,d,2,3,11,15,4,35
794,bends,b,e,n,d,s,2,3,3,10,1,19
795,bendy,b,e,n,d,y,2,3,3,10,3,21
796,benes,b,e,n,e,s,2,3,3,1,1,10
797,benet,b,e,n,e,t,2,3,3,1,6,15
798,benga,b,e,n,g,a,2,3,3,12,5,25
799,benis,b,e,n,i,s,2,3,3,4,1,13
800,benne,b,e,n,n,e,2,3,3,6,2,16
801,benni,b,e,n,n,i,2,3,3,6,11,25
802,benny,b,e,n,n,y,2,3,3,6,3,17
803,bento,b,e,n,t,o,2,3,3,3,9,20
804,bents,b,e,n,t,s,2,3,3,3,1,12
805,benty,b,e,n,t,y,2,3,3,3,3,14
806,bepat,b,e,p,a,t,2,3,14,2,6,27
807,beray,b,e,r,a,y,2,3,1,2,3,11
808,beres,b,e,r,e,s,2,3,1,1,1,8
809,bergs,b,e,r,g,s,2,3,1,12,1,19
810,berko,b,e,r,k,o,2,3,1,9,9,24
811,berks,b,e,r,k,s,2,3,1,9,1,16
812,berme,b,e,r,m,e,2,3,1,14,2,22
813,berms,b,e,r,m,s,2,3,1,14,1,21
814,berob,b,e,r,o,b,2,3,1,8,21,35
815,beryl,b,e,r,y,l,2,3,1,22,10,38
816,besat,b,e,s,a,t,2,3,10,2,6,23
817,besaw,b,e,s,a,w,2,3,10,2,22,39
818,besee,b,e,s,e,e,2,3,10,1,2,18
819,beses,b,e,s,e,s,2,3,10,1,1,17
820,besit,b,e,s,i,t,2,3,10,4,6,25
821,besom,b,e,s,o,m,2,3,10,8,14,37
822,besot,b,e,s,o,t,2,3,10,8,6,29
823,besti,b,e,s,t,i,2,3,10,3,11,29
824,bests,b,e,s,t,s,2,3,10,3,1,19
825,betas,b,e,t,a,s,2,3,8,2,1,16
826,beted,b,e,t,e,d,2,3,8,1,4,18
827,betes,b,e,t,e,s,2,3,8,1,1,15
828,beths,b,e,t,h,s,2,3,8,18,1,32
829,betid,b,e,t,i,d,2,3,8,4,4,21
830,beton,b,e,t,o,n,2,3,8,8,8,29
831,betta,b,e,t,t,a,2,3,8,3,5,21
832,betty,b,e,t,t,y,2,3,8,3,3,19
833,bever,b,e,v,e,r,2,3,19,1,7,32
834,bevor,b,e,v,o,r,2,3,19,8,7,39
835,bevue,b,e,v,u,e,2,3,19,15,2,41
836,bevvy,b,e,v,v,y,2,3,19,20,3,47
837,bewet,b,e,w,e,t,2,3,18,1,6,30
838,bewig,b,e,w,i,g,2,3,18,4,15,42
839,bezes,b,e,z,e,s,2,3,22,1,1,29
840,bezil,b,e,z,i,l,2,3,22,4,10,41
841,bezzy,b,e,z,z,y,2,3,22,21,3,51
842,bhais,b,h,a,i,s,2,8,2,4,1,17
843,bhaji,b,h,a,j,i,2,8,2,24,11,47
844,bhang,b,h,a,n,g,2,8,2,6,15,33
845,bhats,b,h,a,t,s,2,8,2,3,1,16
846,bhels,b,h,e,l,s,2,8,7,5,1,23
847,bhoot,b,h,o,o,t,2,8,5,8,6,29
848,bhuna,b,h,u,n,a,2,8,9,6,5,30
849,bhuts,b,h,u,t,s,2,8,9,3,1,23
850,biach,b,i,a,c,h,2,4,2,16,12,36
851,biali,b,i,a,l,i,2,4,2,5,11,24
852,bialy,b,i,a,l,y,2,4,2,5,3,16
853,bibbs,b,i,b,b,s,2,4,16,17,1,40
854,bibes,b,i,b,e,s,2,4,16,1,1,24
855,biccy,b,i,c,c,y,2,4,12,16,3,37
856,bices,b,i,c,e,s,2,4,12,1,1,20
857,bided,b,i,d,e,d,2,4,13,1,4,24
858,bider,b,i,d,e,r,2,4,13,1,7,27
859,bides,b,i,d,e,s,2,4,13,1,1,21
860,bidet,b,i,d,e,t,2,4,13,1,6,26
861,bidis,b,i,d,i,s,2,4,13,4,1,24
862,bidon,b,i,d,o,n,2,4,13,8,8,35
863,bield,b,i,e,l,d,2,4,7,5,4,22
864,biers,b,i,e,r,s,2,4,7,7,1,21
865,biffo,b,i,f,f,o,2,4,21,19,9,55
866,biffs,b,i,f,f,s,2,4,21,19,1,47
867,biffy,b,i,f,f,y,2,4,21,19,3,49
868,bifid,b,i,f,i,d,2,4,21,4,4,35
869,bigae,b,i,g,a,e,2,4,15,2,2,25
870,biggs,b,i,g,g,s,2,4,15,12,1,34
871,biggy,b,i,g,g,y,2,4,15,12,3,36
872,bigha,b,i,g,h,a,2,4,15,18,5,44
873,bight,b,i,g,h,t,2,4,15,18,6,45
874,bigly,b,i,g,l,y,2,4,15,5,3,29
875,bigos,b,i,g,o,s,2,4,15,8,1,30
876,bijou,b,i,j,o,u,2,4,25,8,18,57
877,biked,b,i,k,e,d,2,4,17,1,4,28
878,biker,b,i,k,e,r,2,4,17,1,7,31
879,bikes,b,i,k,e,s,2,4,17,1,1,25
880,bikie,b,i,k,i,e,2,4,17,4,2,29
881,bilbo,b,i,l,b,o,2,4,6,17,9,38
882,bilby,b,i,l,b,y,2,4,6,17,3,32
883,biled,b,i,l,e,d,2,4,6,1,4,17
884,biles,b,i,l,e,s,2,4,6,1,1,14
885,bilgy,b,i,l,g,y,2,4,6,12,3,27
886,bilks,b,i,l,k,s,2,4,6,9,1,22
887,bills,b,i,l,l,s,2,4,6,5,1,18
888,bimah,b,i,m,a,h,2,4,11,2,12,31
889,bimas,b,i,m,a,s,2,4,11,2,1,20
890,bimbo,b,i,m,b,o,2,4,11,17,9,43
891,binal,b,i,n,a,l,2,4,3,2,10,21
892,bindi,b,i,n,d,i,2,4,3,10,11,30
893,binds,b,i,n,d,s,2,4,3,10,1,20
894,biner,b,i,n,e,r,2,4,3,1,7,17
895,bines,b,i,n,e,s,2,4,3,1,1,11
896,bings,b,i,n,g,s,2,4,3,12,1,22
897,bingy,b,i,n,g,y,2,4,3,12,3,24
898,binit,b,i,n,i,t,2,4,3,4,6,19
899,binks,b,i,n,k,s,2,4,3,9,1,19
900,bints,b,i,n,t,s,2,4,3,3,1,13
901,biogs,b,i,o,g,s,2,4,5,12,1,24
902,biont,b,i,o,n,t,2,4,5,6,6,23
903,biota,b,i,o,t,a,2,4,5,3,5,19
904,biped,b,i,p,e,d,2,4,14,1,4,25
905,bipod,b,i,p,o,d,2,4,14,8,4,32
906,birds,b,i,r,d,s,2,4,1,10,1,18
907,birks,b,i,r,k,s,2,4,1,9,1,17
908,birle,b,i,r,l,e,2,4,1,5,2,14
909,birls,b,i,r,l,s,2,4,1,5,1,13
910,biros,b,i,r,o,s,2,4,1,8,1,16
911,birrs,b,i,r,r,s,2,4,1,7,1,15
912,birse,b,i,r,s,e,2,4,1,13,2,22
913,birsy,b,i,r,s,y,2,4,1,13,3,23
914,bises,b,i,s,e,s,2,4,10,1,1,18
915,bisks,b,i,s,k,s,2,4,10,9,1,26
916,bisom,b,i,s,o,m,2,4,10,8,14,38
917,bitch,b,i,t,c,h,2,4,8,16,12,42
918,biter,b,i,t,e,r,2,4,8,1,7,22
919,bites,b,i,t,e,s,2,4,8,1,1,16
920,bitos,b,i,t,o,s,2,4,8,8,1,23
921,bitou,b,i,t,o,u,2,4,8,8,18,40
922,bitsy,b,i,t,s,y,2,4,8,13,3,30
923,bitte,b,i,t,t,e,2,4,8,3,2,19
924,bitts,b,i,t,t,s,2,4,8,3,1,18
925,bivia,b,i,v,i,a,2,4,19,4,5,34
926,bivvy,b,i,v,v,y,2,4,19,20,3,48
927,bizes,b,i,z,e,s,2,4,22,1,1,30
928,bizzo,b,i,z,z,o,2,4,22,21,9,58
929,bizzy,b,i,z,z,y,2,4,22,21,3,52
930,blabs,b,l,a,b,s,2,7,2,17,1,29
931,blads,b,l,a,d,s,2,7,2,10,1,22
932,blady,b,l,a,d,y,2,7,2,10,3,24
933,blaer,b,l,a,e,r,2,7,2,1,7,19
934,blaes,b,l,a,e,s,2,7,2,1,1,13
935,blaff,b,l,a,f,f,2,7,2,19,20,50
936,blags,b,l,a,g,s,2,7,2,12,1,24
937,blahs,b,l,a,h,s,2,7,2,18,1,30
938,blain,b,l,a,i,n,2,7,2,4,8,23
939,blams,b,l,a,m,s,2,7,2,14,1,26
940,blart,b,l,a,r,t,2,7,2,7,6,24
941,blase,b,l,a,s,e,2,7,2,13,2,26
942,blash,b,l,a,s,h,2,7,2,13,12,36
943,blate,b,l,a,t,e,2,7,2,3,2,16
944,blats,b,l,a,t,s,2,7,2,3,1,15
945,blatt,b,l,a,t,t,2,7,2,3,6,20
946,blaud,b,l,a,u,d,2,7,2,15,4,30
947,blawn,b,l,a,w,n,2,7,2,23,8,42
948,blaws,b,l,a,w,s,2,7,2,23,1,35
949,blays,b,l,a,y,s,2,7,2,22,1,34
950,blear,b,l,e,a,r,2,7,7,2,7,25
951,blebs,b,l,e,b,s,2,7,7,17,1,34
952,blech,b,l,e,c,h,2,7,7,16,12,44
953,blees,b,l,e,e,s,2,7,7,1,1,18
954,blent,b,l,e,n,t,2,7,7,6,6,28
955,blert,b,l,e,r,t,2,7,7,7,6,29
956,blest,b,l,e,s,t,2,7,7,13,6,35
957,blets,b,l,e,t,s,2,7,7,3,1,20
958,bleys,b,l,e,y,s,2,7,7,22,1,39
959,blimy,b,l,i,m,y,2,7,4,14,3,30
960,bling,b,l,i,n,g,2,7,4,6,15,34
961,blini,b,l,i,n,i,2,7,4,6,11,30
962,blins,b,l,i,n,s,2,7,4,6,1,20
963,bliny,b,l,i,n,y,2,7,4,6,3,22
964,blips,b,l,i,p,s,2,7,4,11,1,25
965,blist,b,l,i,s,t,2,7,4,13,6,32
966,blite,b,l,i,t,e,2,7,4,3,2,18
967,blits,b,l,i,t,s,2,7,4,3,1,17
968,blive,b,l,i,v,e,2,7,4,20,2,35
969,blobs,b,l,o,b,s,2,7,5,17,1,32
970,blocs,b,l,o,c,s,2,7,5,16,1,31
971,blogs,b,l,o,g,s,2,7,5,12,1,27
972,blook,b,l,o,o,k,2,7,5,8,13,35
973,bloop,b,l,o,o,p,2,7,5,8,17,39
974,blore,b,l,o,r,e,2,7,5,7,2,23
975,blots,b,l,o,t,s,2,7,5,3,1,18
976,blows,b,l,o,w,s,2,7,5,23,1,38
977,blowy,b,l,o,w,y,2,7,5,23,3,40
978,blubs,b,l,u,b,s,2,7,9,17,1,36
979,blude,b,l,u,d,e,2,7,9,10,2,30
980,bluds,b,l,u,d,s,2,7,9,10,1,29
981,bludy,b,l,u,d,y,2,7,9,10,3,31
982,blued,b,l,u,e,d,2,7,9,1,4,23
983,blues,b,l,u,e,s,2,7,9,1,1,20
984,bluet,b,l,u,e,t,2,7,9,1,6,25
985,bluey,b,l,u,e,y,2,7,9,1,3,22
986,bluid,b,l,u,i,d,2,7,9,4,4,26
987,blume,b,l,u,m,e,2,7,9,14,2,34
988,blunk,b,l,u,n,k,2,7,9,6,13,37
989,blurs,b,l,u,r,s,2,7,9,7,1,26
990,blype,b,l,y,p,e,2,7,20,11,2,42
991,boabs,b,o,a,b,s,2,2,2,17,1,24
992,boaks,b,o,a,k,s,2,2,2,9,1,16
993,boars,b,o,a,r,s,2,2,2,7,1,14
994,boart,b,o,a,r,t,2,2,2,7,6,19
995,boats,b,o,a,t,s,2,2,2,3,1,10
996,bobac,b,o,b,a,c,2,2,16,2,16,38
997,bobak,b,o,b,a,k,2,2,16,2,13,35
998,bobas,b,o,b,a,s,2,2,16,2,1,23
999,bobol,b,o,b,o,l,2,2,16,8,10,38
1000,bobos,b,o,b,o,s,2,2,16,8,1,29
1001,bocca,b,o,c,c,a,2,2,12,16,5,37
1002,bocce,b,o,c,c,e,2,2,12,16,2,34
1003,bocci,b,o,c,c,i,2,2,12,16,11,43
1004,boche,b,o,c,h,e,2,2,12,18,2,36
1005,bocks,b,o,c,k,s,2,2,12,9,1,26
1006,boded,b,o,d,e,d,2,2,13,1,4,22
1007,bodes,b,o,d,e,s,2,2,13,1,1,19
1008,bodge,b,o,d,g,e,2,2,13,12,2,31
1009,bodhi,b,o,d,h,i,2,2,13,18,11,46
1010,bodle,b,o,d,l,e,2,2,13,5,2,24
